/home/eli/Documents/Curbmap/datasets/IN/Images/n02693246_5666.JPEG,375,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n02693246_19590.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n08517676_23078.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n04335209_5574.JPEG,500,282
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_22441.JPEG,458,342
/home/eli/Documents/Curbmap/datasets/IN/Images/n08517676_19143.JPEG,438,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n08539072_18338.JPEG,500,201
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_29619.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_29627.JPEG,321,470
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_6499.JPEG,375,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_19268.JPEG,500,327
/home/eli/Documents/Curbmap/datasets/IN/Images/n08539072_15805.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n04081281_60750.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n08494231_29790.JPEG,334,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_7430.JPEG,375,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n08517676_25299.JPEG,324,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_20515.JPEG,500,334
/home/eli/Documents/Curbmap/datasets/IN/Images/n04334599_23330.JPEG,375,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n04081281_43006.JPEG,500,335
/home/eli/Documents/Curbmap/datasets/IN/Images/n03416640_37860.JPEG,400,267
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_8942.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n03416640_41781.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n08494231_5702.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_16234.JPEG,375,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n08539072_18615.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_6655.JPEG,375,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n08494231_24501.JPEG,500,319
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_13689.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n08494231_40882.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n03581125_88462.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n00141669_4509.JPEG,375,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n02693246_18738.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n08494231_34434.JPEG,334,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n02693246_16439.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_6510.JPEG,500,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_12639.JPEG,500,343
/home/eli/Documents/Curbmap/datasets/IN/Images/n04335209_11980.JPEG,318,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n04335209_8229.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n02693246_14334.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n04335209_13050.JPEG,500,346
/home/eli/Documents/Curbmap/datasets/IN/Images/n02693246_18475.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n04334599_42620.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_6574.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_3033.JPEG,500,317
/home/eli/Documents/Curbmap/datasets/IN/Images/n02693246_4102.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n00141669_3048.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n03416640_5054.JPEG,500,332
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_21600.JPEG,436,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n08517676_19890.JPEG,500,428
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_24459.JPEG,400,300
/home/eli/Documents/Curbmap/datasets/IN/Images/n03416640_26987.JPEG,375,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n02693246_22529.JPEG,500,292
/home/eli/Documents/Curbmap/datasets/IN/Images/n04081281_31566.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_13336.JPEG,500,370
/home/eli/Documents/Curbmap/datasets/IN/Images/n04334599_15065.JPEG,500,374
/home/eli/Documents/Curbmap/datasets/IN/Images/n08539072_15919.JPEG,500,334
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_13729.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n08539072_27174.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n04334599_10568.JPEG,500,334
/home/eli/Documents/Curbmap/datasets/IN/Images/n02693246_9652.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n00141669_5386.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_4102.JPEG,335,500
/home/eli/Documents/Curbmap/datasets/IN/Images/n03416640_45289.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n03416640_38566.JPEG,480,360
/home/eli/Documents/Curbmap/datasets/IN/Images/n08494231_24026.JPEG,500,333
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_18151.JPEG,500,375
/home/eli/Documents/Curbmap/datasets/IN/Images/n06793231_14598.JPEG,500,333
